id,market,base,quote,granularity,start,o,h,l,c,v
2859,1,2,1,DAILY,"2023-01-07 00:00:00",16942.370000000000000000000000000000,17167.520000000000000000000000000000,16910.410000000000000000000000000000,17125.180000000000000000000000000000,9195.459853970000000000000000000000
2860,1,2,1,DAILY,"2023-01-06 00:00:00",16948.000000000000000000000000000000,16977.760000000000000000000000000000,16903.580000000000000000000000000000,16942.370000000000000000000000000000,5680.117993790000000000000000000000
2861,1,2,1,DAILY,"2023-01-05 00:00:00",16825.530000000000000000000000000000,17027.110000000000000000000000000000,16670.820000000000000000000000000000,16948.060000000000000000000000000000,24235.387041570000000000000000000000
2862,1,2,1,DAILY,"2023-01-04 00:00:00",16844.400000000000000000000000000000,16872.130000000000000000000000000000,16750.070000000000000000000000000000,16825.690000000000000000000000000000,14918.229133490000000000000000000000
2863,1,2,1,DAILY,"2023-01-03 00:00:00",16668.950000000000000000000000000000,16988.000000000000000000000000000000,16645.870000000000000000000000000000,16844.420000000000000000000000000000,25922.706806250000000000000000000000
2864,1,2,1,DAILY,"2023-01-02 00:00:00",16666.860000000000000000000000000000,16772.300000000000000000000000000000,16600.000000000000000000000000000000,16669.470000000000000000000000000000,17612.355277490000000000000000000000
2865,1,2,1,DAILY,"2023-01-01 00:00:00",16611.900000000000000000000000000000,16789.990000000000000000000000000000,16542.520000000000000000000000000000,16666.950000000000000000000000000000,13560.460179640000000000000000000000
2866,1,2,1,DAILY,"2022-12-31 00:00:00",16531.830000000000000000000000000000,16621.000000000000000000000000000000,16490.000000000000000000000000000000,16611.580000000000000000000000000000,10668.736977390000000000000000000000
2867,1,2,1,DAILY,"2022-12-30 00:00:00",16599.980000000000000000000000000000,16634.420000000000000000000000000000,16462.490000000000000000000000000000,16530.350000000000000000000000000000,15414.529404400000000000000000000000
2868,1,2,1,DAILY,"2022-12-29 00:00:00",16627.360000000000000000000000000000,16649.990000000000000000000000000000,16326.160000000000000000000000000000,16600.100000000000000000000000000000,26532.280034470000000000000000000000
2869,1,2,1,DAILY,"2022-12-28 00:00:00",16539.660000000000000000000000000000,16654.810000000000000000000000000000,16479.500000000000000000000000000000,16627.540000000000000000000000000000,20088.464874710000000000000000000000
2870,1,2,1,DAILY,"2022-12-27 00:00:00",16698.310000000000000000000000000000,16777.350000000000000000000000000000,16460.000000000000000000000000000000,16539.660000000000000000000000000000,23345.551263070000000000000000000000
2871,1,2,1,DAILY,"2022-12-26 00:00:00",16916.660000000000000000000000000000,16967.000000000000000000000000000000,16585.970000000000000000000000000000,16698.730000000000000000000000000000,17482.093188340000000000000000000000
2872,1,2,1,DAILY,"2022-12-25 00:00:00",16829.190000000000000000000000000000,16939.810000000000000000000000000000,16787.970000000000000000000000000000,16917.960000000000000000000000000000,8493.276611670000000000000000000000
2873,1,2,1,DAILY,"2022-12-24 00:00:00",16837.240000000000000000000000000000,16853.880000000000000000000000000000,16720.890000000000000000000000000000,16829.020000000000000000000000000000,7065.216565720000000000000000000000
2874,1,2,1,DAILY,"2022-12-23 00:00:00",16777.880000000000000000000000000000,16863.620000000000000000000000000000,16775.880000000000000000000000000000,16837.120000000000000000000000000000,9502.803206590000000000000000000000
2875,1,2,1,DAILY,"2022-12-22 00:00:00",16815.280000000000000000000000000000,16943.290000000000000000000000000000,16719.570000000000000000000000000000,16777.210000000000000000000000000000,21958.886977260000000000000000000000
2876,1,2,1,DAILY,"2022-12-21 00:00:00",16825.180000000000000000000000000000,16868.820000000000000000000000000000,16560.840000000000000000000000000000,16815.510000000000000000000000000000,21269.767397900000000000000000000000
2877,1,2,1,DAILY,"2022-12-20 00:00:00",16896.170000000000000000000000000000,16926.050000000000000000000000000000,16725.780000000000000000000000000000,16826.560000000000000000000000000000,16743.621893640000000000000000000000
2878,1,2,1,DAILY,"2022-12-19 00:00:00",16439.980000000000000000000000000000,17060.860000000000000000000000000000,16398.220000000000000000000000000000,16897.650000000000000000000000000000,34330.282351680000000000000000000000
2879,1,2,1,DAILY,"2022-12-18 00:00:00",16742.330000000000000000000000000000,16822.840000000000000000000000000000,16273.400000000000000000000000000000,16439.740000000000000000000000000000,26856.085987240000000000000000000000
2880,1,2,1,DAILY,"2022-12-17 00:00:00",16782.230000000000000000000000000000,16875.000000000000000000000000000000,16663.760000000000000000000000000000,16741.160000000000000000000000000000,11073.438862050000000000000000000000
2881,1,2,1,DAILY,"2022-12-16 00:00:00",16634.290000000000000000000000000000,16799.990000000000000000000000000000,16585.640000000000000000000000000000,16782.250000000000000000000000000000,18446.683601500000000000000000000000
2882,1,2,1,DAILY,"2022-12-15 00:00:00",17359.100000000000000000000000000000,17525.000000000000000000000000000000,16529.530000000000000000000000000000,16632.640000000000000000000000000000,47159.863006550000000000000000000000
2883,1,2,1,DAILY,"2022-12-14 00:00:00",17805.360000000000000000000000000000,17856.260000000000000000000000000000,17275.020000000000000000000000000000,17357.960000000000000000000000000000,37834.738083740000000000000000000000
2884,1,2,1,DAILY,"2022-12-13 00:00:00",17772.980000000000000000000000000000,18385.360000000000000000000000000000,17660.930000000000000000000000000000,17804.970000000000000000000000000000,49295.420721460000000000000000000000
